"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"AFG","Afghanistan",,-1.29170477390289,,-1.17601227760315,,-1.27172422409058,,-1.25113701820374,-1.34417974948883,-1.35064733028412,-1.44725239276886,-1.44629228115082,-1.61325109004974,-1.67209553718567,-1.55229878425598,-1.64539110660553,-1.60047078132629,-1.43037283420563,-1.44590842723846,-1.36474287509918,-1.3485871553421,-1.53404927253723,-1.52172565460205,-1.48977172374725,-1.40771043300629,-1.48053777217865,-1.14237689971924
"ALB","Albania",,-0.893903493881226,,-0.992024779319763,,-0.855563640594482,,-0.8453409075737,-0.853786587715149,-0.723731815814972,-0.813263893127441,-0.790545284748077,-0.706940054893494,-0.605212390422821,-0.545270919799805,-0.531616508960724,-0.701794147491455,-0.778729438781738,-0.750955939292908,-0.586141347885132,-0.520959854125977,-0.44898048043251,-0.458256989717484,-0.524145126342773,-0.543374061584473,-0.551931083202362,-0.5559241771698
"DZA","Algeria",,-0.566740930080414,,-0.916649281978607,,-0.987298190593719,,-0.928754985332489,-0.715244472026825,-0.699272692203522,-0.466420471668243,-0.564962565898895,-0.592309474945068,-0.633444845676422,-0.614938259124756,-0.552147269248962,-0.572699666023254,-0.521544516086578,-0.472622781991959,-0.61265641450882,-0.616887092590332,-0.652786314487457,-0.576397895812988,-0.637313365936279,-0.63569438457489,-0.645068347454071,-0.614184439182281
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",,-1.1677018404007,,-1.1804506778717,,-1.197514295578,,-1.15549266338348,-1.33546328544617,-1.37756884098053,-1.32318198680878,-1.24103772640228,-1.30749356746674,-1.30876457691193,-1.39776611328125,-1.33247494697571,-1.36746907234192,-1.30240142345428,-1.33687472343445,-1.45779824256897,-1.40926957130432,-1.46787941455841,-1.42805349826813,-1.18050146102905,-1.07811367511749,-0.953371167182922,-0.655345797538757
"ATG","Antigua and Barbuda",,0.869897186756134,,0.883366405963898,,0.861537575721741,,0.85021036863327,0.854120075702667,0.839856028556824,0.742446184158325,1.11961627006531,1.14696705341339,1.27677536010742,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25354850292206,0.634897768497467,0.68585079908371,0.688038766384125,0.237452030181885,0.272347629070282,0.274131566286087,0.271396458148956,0.263726949691772
"ARG","Argentina",,-0.101317152380943,,-0.20348159968853,,-0.172407656908035,,-0.417055726051331,-0.479976803064346,-0.414409548044205,-0.377738356590271,-0.33123853802681,-0.372122079133987,-0.434875011444092,-0.445475101470947,-0.355230033397675,-0.364098519086838,-0.445909202098846,-0.434015780687332,-0.549443066120148,-0.557244956493378,-0.274941712617874,-0.28451669216156,-0.0742872655391693,-0.083662860095501,-0.140874102711678,-0.400777548551559
"ARM","Armenia",,-0.473051309585571,,-0.936306059360504,,-0.84808623790741,,-0.77816516160965,-0.649022400379181,-0.703455328941345,-0.683349847793579,-0.669232606887817,-0.745891690254211,-0.712412357330322,-0.621459662914276,-0.695039570331573,-0.664559423923492,-0.588001489639282,-0.530450224876404,-0.565155386924744,-0.584427893161774,-0.637749075889587,-0.614445984363556,-0.385727822780609,-0.203820124268532,0.0202281009405851,0.0721498727798462
"AUS","Australia",,1.8773558139801,,1.79812967777252,,1.86208832263947,,1.76143634319305,1.89528703689575,2.00586891174316,1.94266772270203,1.95081317424774,2.00087285041809,2.0273425579071,2.04176306724548,2.02361083030701,2.03790903091431,1.97750723361969,1.77787029743195,1.84946465492249,1.87995517253876,1.81091439723968,1.79085624217987,1.8011109828949,1.8221447467804,1.66249871253967,1.73749423027039
"AUT","Austria",,1.73216354846954,,1.79937922954559,,1.7510586977005,,1.91515922546387,1.96386861801147,2.02662444114685,1.91242349147797,1.90487694740295,2.00334525108337,1.8287581205368,1.69403409957886,1.59612202644348,1.47028934955597,1.42725443840027,1.53724098205566,1.46674907207489,1.50879955291748,1.53453481197357,1.53782105445862,1.6014769077301,1.55429518222809,1.50687217712402,1.2712367773056
"AZE","Azerbaijan",,-1.44561946392059,,-1.28956842422485,,-1.29238271713257,,-1.1955019235611,-1.04623198509216,-1.1808317899704,-1.05252146720886,-1.09591245651245,-1.12907373905182,-1.15665423870087,-1.19408190250397,-1.24537324905396,-1.1953147649765,-1.14269411563873,-0.970375061035156,-1.02249026298523,-0.930738151073456,-0.831865549087525,-0.885625541210175,-0.831989169120788,-0.8299640417099,-1.05708301067352,-0.827584862709045
"BHS","Bahamas",,1.1568101644516,,1.29537415504456,,1.30232381820679,,1.41555559635162,1.40778958797455,1.4110358953476,1.32878684997559,1.34319972991943,1.32800912857056,1.33007168769836,1.3600195646286,1.34837675094604,1.34685218334198,1.31606793403625,1.33461117744446,1.30873775482178,1.13261497020721,1.10253179073334,1.16945028305054,1.12699782848358,1.1338517665863,1.13433289527893,1.18144571781158
"BHR","Bahrain",,0.328688681125641,,0.250788927078247,,0.360480934381485,,0.791833281517029,0.374170809984207,0.436752140522003,0.383150041103363,0.188148677349091,0.175549507141113,0.181815281510353,0.180615961551666,0.179316192865372,0.209991171956062,0.366530209779739,0.42616268992424,0.273521840572357,0.134317710995674,-0.0218939129263163,-0.145698264241219,-0.151664435863495,-0.0141103724017739,-0.0697314366698265,0.168159812688828
